track_name,artist_names,track_duration,genres,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
I Know,"Big Sean, Jhené Aiko",319973,Rap,0.733,0.334,1,-11.314,1,0.0811,0.327,0.0,0.116,0.267,119.935
Skyfall,Adele,286480,Uk Pop,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881
Young And Beautiful,Lana Del Rey,236053,Pop,0.324,0.416,11,-8.92,0,0.0368,0.262,3.69E-05,0.11,0.151,113.986
7 Weeks & 3 Days,yungatita,194000,Weirdcore,0.614,0.734,11,-8.834,0,0.0277,0.24,0.122,0.227,0.662,129.974
HISS,Megan Thee Stallion,192818,Rap,0.745,0.663,1,-5.056,1,0.423,0.078,0.0,0.213,0.686,167.137
Nobody Knows,KISS OF LIFE,195960,K-Pop,0.655,0.646,7,-4.322,1,0.116,0.278,0.0,0.156,0.927,90.055
instagram,DEAN,255728,Korean R&B,0.463,0.566,8,-6.195,1,0.145,0.196,0.0,0.284,0.219,93.921
Some,Steve Lacy,118393,Afrofuturism,0.784,0.554,7,-6.417,1,0.03,0.00548,0.254,0.0995,0.634,104.01
I Bet on Losing Dogs,Mitski,170240,Pop: Indie,0.398,0.493,9,-9.561,1,0.0303,0.00347,0.000157,0.106,0.412,82.048
Fever,Inner Wave,174363,Indie Garage Rock,0.544,0.779,5,-5.668,0,0.0269,0.0317,0.788,0.0801,0.675,99.975
Ex-Factor,Ms. Lauryn Hill,326533,Alternative R&B,0.593,0.619,3,-9.003,0,0.0976,0.118,0.0,0.484,0.668,80.02
When I Grow Up,The Pussycat Dolls,245680,Dance Pop,0.672,0.685,11,-5.762,0,0.0499,0.00165,0.0,0.398,0.367,118.45
Ni**as In Paris,"JAY-Z, Kanye West",219333,Rap,0.789,0.858,1,-5.542,1,0.311,0.127,0.0,0.349,0.775,140.022
Kids,MGMT,302840,Indie Rock,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961
DJ Got Us Fallin' In Love (feat. Pitbull),"USHER, Pitbull",220800,Dance Pop,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963
The Monster,"Eminem, Rihanna",250188,Rap,0.781,0.853,1,-3.68,0,0.0714,0.0526,0.0,0.12,0.626,110.046
Disturbia,Rihanna,238626,Pop,0.707,0.814,11,-4.509,0,0.0577,0.0861,0.0,0.168,0.717,124.921
Pursuit Of Happiness (Nightmare),"Kid Cudi, MGMT, Ratatat",295293,Brooklyn Indie,0.629,0.606,0,-8.951,1,0.0412,0.484,0.0001,0.298,0.288,115.275
Crew (feat. Brent Faiyaz & Shy Glizzy),"GoldLink, Brent Faiyaz, Shy Glizzy",176702,Rap,0.728,0.607,1,-8.417,0,0.132,0.133,0.0,0.0864,0.445,129.938
Telephones,Vacations,212432,Pop: Indie,0.526,0.447,2,-9.268,1,0.0274,0.00283,0.0301,0.109,0.183,74.995
This Could Be Us,Rae Sremmurd,206306,Rap,0.732,0.69,0,-4.992,0,0.134,0.291,0.0,0.116,0.758,143.072
Wild Thoughts (feat. Rihanna & Bryson Tiller),"DJ Khaled, Rihanna, Bryson Tiller",204664,Rap,0.613,0.681,8,-3.089,1,0.0778,0.0287,0.0,0.126,0.619,97.621
Runaway,"Kanye West, Pusha T",547733,Rap,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733
Don't,Bryson Tiller,198293,R&B,0.765,0.356,11,-5.556,0,0.195,0.223,0.0,0.0963,0.189,96.991
Been Away,Brent Faiyaz,223629,Rap,0.602,0.5,8,-9.377,1,0.298,0.477,5.69E-05,0.295,0.395,132.798
Bad and Boujee (feat. Lil Uzi Vert),"Migos, Lil Uzi Vert",343150,Rap,0.926,0.666,11,-5.314,1,0.244,0.0611,0.0,0.123,0.168,127.079
Time to Pretend,MGMT,261000,Indie Rock,0.438,0.94,2,-3.249,1,0.0452,8.74E-05,0.0777,0.3,0.421,100.99
Electric Feel,MGMT,229640,Indie Rock,0.763,0.803,1,-3.713,1,0.0351,0.0709,0.285,0.348,0.561,103.04
FUNKED UP - SLOWED,"xxanteria, isq",115348,Krushfunk,0.755,0.927,11,0.254,0,0.0645,0.00288,0.925,0.0567,0.702,109.952
Heavenly,Cigarettes After Sex,286773,Shoegaze,0.536,0.436,8,-9.187,1,0.0248,0.672,0.697,0.11,0.134,105.13
Numb,Men I Trust,219340,Indie Pop,0.783,0.303,4,-14.393,1,0.0527,0.811,0.945,0.109,0.65,138.816
Treehouse,"Alex G, Emily Yacina",158801,Slacker Rock,0.612,0.196,7,-19.489,0,0.0359,0.706,0.319,0.111,0.142,73.489
i was all over her,salvia palth,161462,Small Room,0.529,0.353,7,-12.835,1,0.0292,0.788,0.853,0.116,0.0601,104.557
Watching Him Fade Away,Mac DeMarco,143080,Slacker Rock,0.74,0.072,3,-17.984,1,0.0713,0.981,0.00698,0.111,0.297,139.081
Only in My Dreams,The Marías,170893,Bedroom Pop,0.518,0.496,10,-11.607,1,0.0292,0.41,0.1,0.0999,0.281,143.921
Father Stretch My Hands Pt. 1,Kanye West,135920,Rap,0.724,0.573,7,-4.113,1,0.0549,0.118,0.0,0.538,0.438,113.088
Money,The Drums,233639,Brooklyn Indie,0.603,0.918,4,-6.652,0,0.0641,0.216,0.146,0.284,0.452,102.473
bloodline,Ariana Grande,216893,Pop,0.757,0.665,2,-5.194,0,0.0774,0.0815,0.000158,0.216,0.643,151.979
Dark Beach,Pastel Ghost,222000,Dark Synthpop,0.534,0.919,7,-7.318,1,0.0355,0.284,0.591,0.092,0.153,130.03
Space Song,Beach House,320466,Pop: Indie,0.508,0.792,0,-7.311,0,0.0297,0.229,0.124,0.145,0.601,147.067
Suffocation,Crystal Castles,242293,Digital Hardcore,0.543,0.705,11,-5.779,1,0.0296,0.00251,0.0341,0.21,0.163,119.942
Tummy Hurts,Reneé Rapp,168978,Singer-Songwriter Pop,0.61,0.686,4,-5.821,1,0.265,0.764,6.99E-06,0.117,0.481,149.759
Not My Fault (with Megan Thee Stallion),"Reneé Rapp, Megan Thee Stallion",170528,Pop,0.811,0.792,1,-6.081,0,0.175,0.1,0.0,0.395,0.854,124.01
Bags,Clairo,260519,Bedroom Pop,0.742,0.546,1,-7.694,1,0.0315,0.172,0.38,0.115,0.868,104.996
Happiness (feat. Asake & Gunna),"Sarz, Asake, Gunna",174743,Alt Hip Hop,0.806,0.744,10,-5.377,0,0.0392,0.187,0.395,0.104,0.765,104.991
Truth or Dare,Tyla,190392,Modern Alternative Pop,0.61,0.599,1,-5.752,1,0.341,0.183,0.000124,0.0854,0.805,154.255
Perfect (Exceeder),"Mason, Princess Superstar",161271,Electroclash,0.639,0.861,6,-6.595,1,0.0588,0.00449,0.156,0.39,0.671,127.922
Pray For Me,"The Weeknd, Kendrick Lamar",211420,Rap,0.732,0.678,2,-4.977,1,0.0886,0.0867,2.41E-05,0.112,0.196,100.626
Lovers Rock,TV Girl,213920,Pov: Indie,0.559,0.871,5,-5.338,0,0.0397,7.53E-06,0.00545,0.096,0.572,104.97
Miss The Rage,"Trippie Redd, Playboi Carti",236883,Rage Rap,0.581,0.877,8,-4.938,1,0.114,0.0151,0.0,0.826,0.353,77.006
Magnolia,Playboi Carti,181812,Rage Rap,0.791,0.582,11,-7.323,0,0.286,0.0114,0.0,0.35,0.443,162.991
Stuck Next To You,Tiishe,114798,Sigilkore,0.551,0.873,8,-7.283,1,0.042,0.0146,0.501,0.252,0.48,136.431
Feather,Sabrina Carpenter,185552,Pop,0.791,0.694,6,-4.332,0,0.0335,0.0736,1.75E-06,0.0958,0.826,123.508
Still With You,Jung Kook,239905,K-Pop,0.529,0.469,1,-6.967,0,0.0358,0.0899,1.53E-05,0.831,0.344,87.864
"yes, and?",Ariana Grande,214994,Pop,0.787,0.775,1,-6.614,1,0.0548,0.19,6.54E-05,0.113,0.787,118.998
Sweet,Cigarettes After Sex,292110,Shoegaze,0.449,0.51,6,-9.075,1,0.0278,0.351,0.761,0.139,0.115,96.425
Eyes Up,Tiishe,106438,Sigilkore,0.621,0.901,9,-7.525,0,0.134,0.0324,0.0702,0.244,0.515,149.577
EVERYTHING MUST GO,"Tyler, The Creator",28428,Rap,0.377,0.448,1,-6.263,1,0.0983,0.806,7.38E-06,0.419,0.287,93.098
SAFARI,"Tyler, The Creator",177742,Rap,0.471,0.71,1,-6.462,0,0.213,0.0618,1.7E-06,0.338,0.599,80.453
Trust Issues,Drake,281518,Rap,0.421,0.539,11,-5.456,0,0.274,0.779,0.0,0.111,0.523,89.177
A Kissaten at Night,Serani Poji,220240,Neo-Shibuya-Kei,0.626,0.842,4,-7.532,1,0.0453,0.548,0.0022,0.108,0.726,92.493
a lot,21 Savage,288624,Rap,0.837,0.636,1,-7.643,1,0.086,0.0395,0.00125,0.342,0.274,145.972
YKWIM?,Yot Club,212750,Bedroom Pop,0.372,0.537,9,-7.623,1,0.0305,0.937,0.873,0.287,0.228,123.735
Can I Call You Tonight?,Dayglow,278769,Indie Rock,0.641,0.842,9,-7.27,1,0.0292,0.134,0.911,0.419,0.499,129.978
United In Grief,Kendrick Lamar,255377,Rap,0.529,0.845,8,-8.142,1,0.404,0.244,0.0,0.143,0.331,85.63
ME N U DATE,Odetari,121791,Krushclub,0.326,0.874,9,-3.355,1,0.053,0.0455,0.00975,0.135,0.0792,155.727
How High?,Ice Spice,129636,Bronx Drill,0.759,0.731,6,-7.029,1,0.188,0.285,0.0,0.104,0.406,96.64
But Not Kiss,Faye Webster,222555,Indie Pop,0.698,0.496,4,-9.258,0,0.0378,0.103,0.484,0.0954,0.151,81.997
MOVE YO BODY - sped up,Bryansanon,117603,Krushclub,0.688,0.7,1,-8.287,1,0.0535,0.000114,1.08E-05,0.194,0.38,144.989
Flawless,The Neighbourhood,246493,Pop,0.568,0.871,0,-3.453,1,0.0308,0.0553,0.51,0.303,0.374,119.99
Memories (feat. Kid Cudi),"David Guetta, Kid Cudi",210093,Dance Pop,0.561,0.87,8,-6.103,1,0.343,0.0015,2.82E-06,0.246,0.498,129.98
TiK ToK,Kesha,199693,Dance Pop,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028
Hollaback Girl,Gwen Stefani,199853,Dance Pop,0.926,0.916,10,-2.221,0,0.0929,0.35,6.01E-06,0.0234,0.904,110.009
We Might Even Be Falling In Love (Duet) - Spotify Singles,"Victoria Monét, Bryson Tiller",90110,Alternative R&B,0.731,0.423,6,-10.147,1,0.0784,0.473,0.000413,0.129,0.78,76.964
On The Floor,"Jennifer Lopez, Pitbull",284866,Miami Hip Hop,0.73,0.776,3,-5.199,0,0.0482,0.108,0.00045,0.069,0.592,129.998
Melting,Kali Uchis,208853,Colombian Pop,0.574,0.479,8,-7.776,1,0.0355,0.179,0.0803,0.106,0.303,115.263
Mrs Magic,Strawberry Guy,208500,Bedroom Pop,0.471,0.634,8,-7.406,1,0.031,0.159,0.365,0.374,0.366,132.542
Louise,TV Girl,194453,Pov: Indie,0.727,0.919,0,-4.562,1,0.0285,0.165,0.0111,0.306,0.92,115.816
Money Trees,"Kendrick Lamar, Jay Rock",386906,Rap,0.716,0.531,7,-7.355,1,0.122,0.0703,0.0,0.224,0.344,71.994
Wildflower,Beach House,219453,Dream Pop,0.44,0.508,3,-7.821,1,0.0274,0.536,0.525,0.0903,0.217,81.097
goosebumps,Travis Scott,243836,Rap,0.841,0.728,7,-3.37,1,0.0484,0.0847,0.0,0.149,0.43,130.049
Nightcrawler (feat. Swae Lee & Chief Keef),"Travis Scott, Swae Lee, Chief Keef",321560,Rap,0.522,0.731,3,-3.803,0,0.0325,0.0013,0.0,0.132,0.179,124.055
Shut Up And Drive,Rihanna,212280,Pop,0.734,0.826,1,-4.909,1,0.0349,0.00101,0.129,0.197,0.74,132.96
Cry,Cigarettes After Sex,256799,Shoegaze,0.408,0.398,7,-10.448,1,0.0277,0.758,0.654,0.112,0.165,142.834
Romantic Lover,Eyedress,86739,Pop: Indie,0.658,0.447,9,-9.299,0,0.0869,0.701,0.924,0.198,0.538,184.316
90210 (feat. Kacy Hill),"Travis Scott, Kacy Hill",339066,Rap,0.402,0.527,9,-6.737,0,0.0917,0.113,8.48E-06,0.105,0.31,81.42
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),"A$AP Rocky, Imogen Heap, Clams Casino",190285,Rap,0.47,0.652,2,-9.629,1,0.0561,0.0831,4.08E-05,0.175,0.104,141.981
Nervous,The Neighbourhood,245000,Modern Rock,0.589,0.614,0,-7.528,0,0.0426,0.0213,0.165,0.31,0.318,119.837
ICEWHORE!,Lumi Athena,79052,Sigilkore,0.397,0.917,10,-6.193,0,0.0516,0.0237,0.366,0.138,0.0722,174.344
I Kissed A Girl,Katy Perry,179640,Pop,0.702,0.76,5,-3.174,1,0.0684,0.00226,0.0,0.132,0.696,129.996
Blah Blah Blah (feat. 3OH!3),"Kesha, 3OH!3",172053,Dance Pop,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003
Merry Christmas,伊藤 智恵理,253600,Classic City Pop,0.71,0.874,5,-5.549,1,0.0339,0.03,0.000105,0.11,0.888,134.769
HEAVEN AND BACK,Chase Atlantic,248240,Alternative R&B,0.309,0.793,10,-6.195,0,0.0774,0.0902,0.092,0.0888,0.532,193.714
Better Place (Family Harmony),"Justin Timberlake, Eric Andre, Daveed Diggs, Kid Cudi, Troye Sivan, Anna Kendrick, Camila Cabello",116293,Dance Pop,0.456,0.459,4,-8.16,0,0.0811,0.475,0.0,0.0861,0.211,116.049
Toxic,Britney Spears,198800,Dance Pop,0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04
Show Me How,Men I Trust,215110,Pop: Indie,0.791,0.271,5,-11.959,1,0.0431,0.672,0.543,0.102,0.564,166.002
Is There Someone Else?,The Weeknd,199111,Pop,0.702,0.586,9,-7.83,0,0.0313,0.0388,7.27E-05,0.156,0.608,134.951
Young,Vacations,189160,Pov: Indie,0.498,0.81,7,-4.065,1,0.0263,0.00392,0.00717,0.0635,0.594,79.935
Gilded Lily,Cults,212736,Pop: Indie,0.4,0.571,11,-6.534,0,0.0288,0.468,3.05E-05,0.519,0.146,61.859
Rush,Troye Sivan,156391,Australian Pop,0.728,0.841,10,-7.682,0,0.0567,0.00242,9.09E-05,0.106,0.402,125.991
Get Back,Britney Spears,229093,Dance Pop,0.768,0.9,8,-4.196,1,0.0421,0.344,8.28E-05,0.128,0.697,116.778
Sunsetz,Cigarettes After Sex,215150,Shoegaze,0.41,0.48,9,-9.417,0,0.0294,0.0561,0.814,0.0972,0.129,75.303
Beware,"Big Sean, Lil Wayne, Jhené Aiko",235186,Rap,0.701,0.554,1,-5.909,1,0.187,0.217,1.45E-06,0.419,0.0634,97.129
Swim,Chase Atlantic,228786,Alternative R&B,0.666,0.542,8,-6.429,1,0.0392,0.27,0.0,0.0765,0.0771,120.134
Bathroom,Montell Fish,208000,Pittsburgh Rap,0.708,0.415,2,-4.078,0,0.0314,0.693,4.68E-05,0.123,0.156,119.922
One Of Your Girls,Troye Sivan,181481,Australian Pop,0.635,0.648,11,-7.78,0,0.0548,0.101,0.00426,0.198,0.8,93.0
3005,Childish Gambino,234215,Rap,0.664,0.447,6,-7.272,0,0.289,0.112,0.0,0.091,0.659,83.138
Always Forever,Cults,223746,Indie Surf,0.174,0.742,8,-5.93,1,0.0485,0.00181,0.281,0.198,0.36,163.378
After Midnight (feat. Clairo),"Phoenix, Clairo",188000,Bedroom Pop,0.639,0.82,11,-5.986,1,0.0322,0.0153,0.00405,0.309,0.667,100.013
Glue Song (feat. Clairo),"beabadoobee, Clairo",135066,Bedroom Pop,0.621,0.393,1,-9.553,1,0.0275,0.778,0.00703,0.104,0.53,113.925
so bitter,Stxlkin,136308,Scenecore,0.615,0.812,10,-2.767,0,0.406,0.0366,7.08E-06,0.0489,0.634,128.165
Blue Hair,TV Girl,217000,Pov: Indie,0.751,0.72,4,-6.376,1,0.0303,0.554,0.0497,0.258,0.884,135.73
Birds Dont Sing,TV Girl,209346,Pov: Indie,0.605,0.942,7,-4.549,1,0.0655,0.016,0.0,0.137,0.8,106.562
Heart To Heart,Mac DeMarco,211140,Lo-Fi Indie,0.901,0.136,8,-16.127,0,0.102,0.667,0.354,0.109,0.643,150.076
From The Start,Laufey,169573,Gen Z Singer-Songwriter,0.554,0.339,1,-10.088,1,0.0779,0.886,0.00128,0.11,0.83,80.994
4EVA,"KAYTRAMINÉ, Aminé, KAYTRANADA, Pharrell Williams",190373,Indie Soul,0.83,0.695,6,-9.445,0,0.0716,0.0248,0.0755,0.0573,0.536,112.046
Over the Moon,The Marías,182900,Bedroom Pop,0.684,0.232,0,-13.249,1,0.0297,0.86,0.404,0.135,0.387,73.518
Moonlight on the River,Mac DeMarco,422613,Lo-Fi Indie,0.662,0.478,9,-8.631,1,0.0451,0.252,0.833,0.216,0.43,139.98
CLEARED - Remix,Lilithzplug,126481,Krushclub,0.631,0.593,11,-9.014,0,0.0796,0.685,0.0462,0.0799,0.457,129.868
Obsession,EXO,203520,K-Pop,0.704,0.729,7,-3.851,1,0.0624,0.0024,0.0,0.218,0.71,129.992
Charge It,ENNY,185715,Alternative R&B,0.783,0.542,8,-6.793,0,0.114,0.347,0.593,0.201,0.622,127.047
Wine Pon You (feat. Konshens),"Doja Cat, Konshens",219000,Dance Pop,0.797,0.444,9,-7.738,0,0.0411,0.304,0.00126,0.107,0.138,95.035
drive ME crazy!,Lil Yachty,229804,Trap,0.497,0.825,10,-3.621,0,0.0925,0.172,0.00319,0.377,0.44,107.073
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",229938,Trap,0.574,0.567,7,-7.126,0,0.465,0.164,0.0,0.258,0.526,75.965
Static,Steve Lacy,156506,Afrofuturism,0.335,0.305,1,-12.661,1,0.0741,0.434,0.631,0.101,0.215,79.001
Deja Vu (feat. Jay-Z),"Beyoncé, JAY-Z",240280,Rap,0.644,0.746,7,-4.941,1,0.341,0.0071,1.22E-05,0.0743,0.355,105.253
Amoeba,Clairo,228922,Bedroom Pop,0.739,0.491,6,-11.515,1,0.027,0.791,0.0366,0.1,0.707,111.008
P power (feat. Drake),"Gunna, Drake",193346,Rap,0.828,0.591,1,-6.217,1,0.109,0.0199,0.000323,0.361,0.202,119.251
Stay Ready (What A Life),"Jhené Aiko, Kendrick Lamar",382760,Rap,0.347,0.493,8,-11.548,0,0.29,0.455,0.00366,0.127,0.308,82.887
IDGAF (feat. Yeat),"Drake, Yeat",260111,Rap,0.673,0.672,8,-8.577,1,0.224,0.0466,0.000284,0.193,0.14,136.902
Lose Control,Amaria,181831,Chill R&B,0.782,0.385,0,-8.325,1,0.0544,0.424,2.33E-05,0.0993,0.644,129.072
Apocalypse,Cigarettes After Sex,290616,Shoegaze,0.369,0.468,5,-9.013,1,0.0273,0.0205,0.566,0.109,0.18,94.434
Bed Peace,"Jhené Aiko, Childish Gambino",256079,Alt Hip Hop,0.628,0.566,6,-7.811,1,0.0575,0.269,3.67E-05,0.135,0.299,119.859
Intergalactic Janet,Ley Soul,160440,Indie Soul,0.766,0.478,10,-10.672,0,0.0346,0.457,0.00195,0.113,0.832,139.974
light,wave to earth,225949,Korean City Pop,0.419,0.621,11,-6.901,1,0.0305,0.252,0.0367,0.125,0.727,79.692
XOXO (Kisses Hugs),"6arelyhuman, horrormovies, Pixel Hood",130785,Krushclub,0.589,0.94,11,-2.328,0,0.0445,0.0295,0.0,0.176,0.83,118.007
シンフォニー,Lamp,405239,Japanese Alternative Pop,0.215,0.387,9,-8.069,1,0.0298,0.518,0.0,0.151,0.118,71.835
Maria,Justin Bieber,248293,Pop,0.825,0.687,6,-6.794,0,0.0414,0.00997,1.32E-05,0.19,0.294,111.002
Steeeam,Shelly,170892,Indie Pop,0.817,0.763,5,-11.014,0,0.0373,0.546,0.158,0.124,0.923,120.034
Multi-Love,Unknown Mortal Orchestra,250800,Indie Soul,0.784,0.506,3,-5.243,0,0.0403,0.571,0.0,0.139,0.545,120.141
Lying Has To Stop - Single Version,"Soft Hair, LA Priest, Connan Mockasin",276120,Funktronica,0.676,0.563,2,-6.966,0,0.079,0.86,0.0182,0.116,0.782,75.524
nouvelle vague,wave to earth,229750,Korean City Pop,0.463,0.691,6,-7.576,0,0.0389,0.277,0.000415,0.238,0.475,89.999
warm glow,Hippo Campus,358870,Pop: Indie,0.445,0.446,9,-8.87,1,0.0286,0.324,0.119,0.106,0.0384,92.463
君は1000%,1986 OMEGA TRIBE,251266,Classic City Pop,0.682,0.435,4,-12.873,0,0.0291,0.616,0.0,0.134,0.758,131.936
Rock That Body,Black Eyed Peas,268840,Dance Pop,0.715,0.907,7,-6.025,0,0.0993,0.0172,8.39E-05,0.426,0.841,124.991
I'm So Sick,Flyleaf,175880,Christian Alternative Rock,0.429,0.959,10,-4.261,1,0.0923,6.42E-05,6.87E-06,0.102,0.231,153.932
SMOKE IT OFF! - Mega Mix,"Lumi Athena, jnhygs, cade clair",122326,Krushclub,0.374,0.933,1,-3.229,1,0.193,0.0133,1.36E-05,0.356,0.36,148.157
I ONLY WANT TO BE WITH YOU,Tommy february6,244986,Japanese Electropop,0.649,0.91,4,-2.776,1,0.0457,0.000363,3.16E-05,0.252,0.964,130.215
Too Much,Bossa,110005,Krushclub,0.595,0.757,1,-8.327,1,0.209,0.769,0.000635,0.364,0.56,130.689
Lonely in Gorgeous,Tommy february6,243093,Japanese Electropop,0.744,0.881,5,-3.646,0,0.0344,0.00577,0.0,0.339,0.936,133.986
Everybody (feat. Lil Uzi Vert),"Nicki Minaj, Lil Uzi Vert",180869,Rap,0.737,0.774,11,-5.525,0,0.257,0.0262,0.0,0.238,0.428,137.959
X-GENE,XG,85640,K-Pop,0.713,0.827,0,-5.267,0,0.231,0.417,0.000154,0.151,0.108,165.995
Ivy,Frank Ocean,249191,Neo Soul,0.575,0.386,9,-9.584,0,0.037,0.785,0.000289,0.229,0.466,116.408
A New Kind Of Love - Demo,"Frou Frou, Imogen Heap, Guy Sigsworth",259071,Etherpop,0.674,0.487,9,-13.307,1,0.0331,0.169,0.00411,0.127,0.329,132.97
No Way,"Ethereal, Lord Narf, Faye Webster",292037,Indie Pop,0.7,0.691,11,-9.769,0,0.271,0.167,0.0,0.273,0.5,119.957
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",191700,Rap,0.569,0.882,3,-2.777,0,0.06,0.0316,0.0,0.142,0.201,148.038
We Will Always Love You,"The Avalanches, Blood Orange",172040,Indie Soul,0.535,0.626,2,-7.607,0,0.0418,0.4,0.752,0.102,0.176,160.106
DIE 4 YOU,DEAN,194045,Korean R&B,0.425,0.362,6,-10.199,0,0.0555,0.803,1.54E-05,0.103,0.287,153.812
So High,Doja Cat,199746,Dance Pop,0.621,0.585,10,-5.632,0,0.0457,0.12,1.91E-06,0.05,0.668,132.004
VVV REVAMP GUITAR (prod. SANIKWAVE),"JAY DVRDEN, XNI",167225,Anime Phonk,0.387,0.939,7,-1.675,1,0.048,0.000137,0.00515,0.0791,0.26,154.997
VVV,"mikeeysmind, Sanikwave",227612,Anime Phonk,0.599,0.907,1,-2.332,1,0.153,0.0027,0.0,0.396,0.259,154.986
Black Sheep,Metric,297459,Indie Rock,0.509,0.646,11,-6.285,0,0.0365,0.00028,0.00468,0.0973,0.142,124.014
Never Lose Me,Flo Milli,125901,Viral Rap,0.781,0.567,1,-7.857,1,0.0969,0.0504,0.0,0.0981,0.0743,121.964
Shout It Out,Asal,165685,Pop,0.597,0.533,6,-11.26,0,0.0297,0.258,2.36E-06,0.0986,0.347,98.506
Don't Recall,KARD,208666,K-Pop,0.694,0.748,10,-2.93,0,0.167,0.0222,0.0,0.155,0.521,92.918
Broken Record,GSoul,192360,Korean R&B,0.703,0.599,6,-7.127,1,0.101,0.2,0.0,0.428,0.851,104.048
Natural,GSoul,144960,Korean R&B,0.515,0.321,4,-9.851,0,0.0742,0.841,5.75E-05,0.338,0.242,153.024
Don't Go Insane,DPR IAN,204880,Korean R&B,0.721,0.481,7,-6.199,0,0.061,0.191,5.85E-06,0.11,0.597,115.007
Watch Me Work,"Andrew Rannells, Brianna Mazzola",150266,Show Tunes,0.747,0.693,1,-4.416,1,0.05,0.0087,0.0,0.144,0.747,119.921
Mount Rageous,"Andrew Rannells, Brianna Mazzola",177853,Show Tunes,0.446,0.733,5,-6.752,0,0.0491,0.165,0.0,0.114,0.305,133.064
Daddy Issues (Remix) feat. Syd,"The Neighbourhood, Syd",181186,Modern Alternative Rock,0.623,0.533,10,-8.164,1,0.0653,0.245,0.00717,0.112,0.247,84.982
Sexxx Dreams,Lady Gaga,214640,Dance Pop,0.674,0.715,8,-4.337,1,0.0493,0.0281,0.0,0.0895,0.382,113.944
Heavy Metal Lover,Lady Gaga,252546,Dance Pop,0.6,0.649,1,-8.384,1,0.0591,7.86E-05,0.141,0.219,0.689,115.953
Kiss of Life,Sade,251333,British Soul,0.723,0.47,6,-11.302,0,0.028,0.633,0.0373,0.0968,0.783,97.107
By Your Side,Sade,274933,British Soul,0.653,0.429,11,-10.473,1,0.0297,0.0849,0.00371,0.0693,0.627,146.073
Like a Tattoo,Sade,218000,British Soul,0.557,0.16,5,-16.302,0,0.0315,0.922,0.000756,0.0996,0.133,136.01
Ziploc,spl,90913,Pop,0.272,0.723,10,-7.872,0,0.142,0.0569,0.118,0.269,0.683,93.141
4:44,JAY-Z,284493,Rap,0.261,0.852,9,-4.965,1,0.158,0.139,4.26E-05,0.477,0.431,177.997
Liars & Players,Asal,147272,Pop,0.649,0.461,1,-13.45,1,0.0541,0.532,0.00126,0.103,0.277,131.899
Jele,"DBN Gogo, Sino Msolo, Kamo Mphela, Young Stunna, Busiswa",229506,Afro Soul,0.858,0.657,10,-5.53,0,0.0494,0.177,3.28E-05,0.15,0.406,113.012
Sad B!tch,CLIP,135069,Sigilkore,0.636,0.651,10,-8.903,0,0.0946,0.000141,0.00121,0.133,0.426,79.092
I Will,Sky Ferreira,198106,Neo-Synthpop,0.329,0.909,7,-3.416,1,0.0381,1.93E-06,0.381,0.352,0.429,151.403
Capable of love,PinkPantheress,223680,Bedroom Pop,0.59,0.584,7,-7.965,1,0.031,0.515,0.00658,0.0918,0.274,140.005
Feelings,PinkPantheress,160426,Bedroom Pop,0.763,0.645,11,-5.935,1,0.0439,0.227,0.00158,0.29,0.471,117.002
The aisle,PinkPantheress,165773,Bedroom Pop,0.761,0.8,11,-7.464,1,0.0992,0.0808,0.0762,0.0742,0.792,134.001
Another life (feat. Rema),"PinkPantheress, Rema",172173,Alternative Pop,0.607,0.874,0,-4.535,0,0.0504,0.0396,0.118,0.102,0.536,156.975
Mosquito,PinkPantheress,146240,Bedroom Pop,0.71,0.899,11,-4.032,0,0.118,0.0857,0.112,0.189,0.555,162.927
Standing Next to You,Jung Kook,206019,K-Pop,0.711,0.809,2,-4.389,0,0.0955,0.0447,0.0,0.339,0.816,106.017
BEHIND (skit),jeebanoff,130157,Korean R&B,0.821,0.302,0,-11.78,0,0.102,0.805,2.52E-05,0.0636,0.231,98.058
Do Not Disturb (Feat. So!YoON!),"Woo, So!YoON!",195262,Korean Indie Rock,0.752,0.336,1,-10.258,1,0.0895,0.843,0.0346,0.094,0.263,75.014
Simple Pleasures,Ocean Alley,225352,Australian Surf Rock,0.627,0.68,0,-8.737,1,0.0304,0.0253,8.76E-05,0.168,0.674,98.016
Infinity,Ocean Alley,233466,Australian Surf Rock,0.557,0.747,4,-4.329,0,0.0261,0.0617,0.00248,0.122,0.672,91.001
